mds_code,bookid,title,description
635,190855,"Taylor's Guide to Ground Covers, Vines, and Grasses","Describes over three hundred species and varieties of ground covers, vines, and grasses with tips on selecting the right plant for the right place and advice for both amateurs and professionals."
635,19127485,"Floret Farm's Cut Flower Garden: Grow, Harvest, and Arrange Stunning Seasonal Blooms","Welcome to the world of Floret Farm, where hundreds of flower varieties grow and thrive to produce show-stopping arrangements. Here, star flower farmer Erin Benzakein shares her insights on planting a cutting garden of your own - wherever you live. Learn the secrets to her airy and lush arrangements, including how-tos for spectacular bouquets, garlands, and wreaths to showcase your gorgeous flowers. Featuring planting, cultivating, and harvesting advice for more than 175 flower varieties along with tops to preserve their freshness from field to centerpiece, this book has everything you need to start planning your garden and the stunning arrangements that will keep your home bright and blooming year after year.--COVER."
635,1948858,A Day at the Pumpkin Patch,"A group of children explore and enjoy nature's autumn bounty, including apples, raspberries, gourds, and pumpkins, on a day at a pumpkin patch; describes the parts of a pumpkin and how pumpkins grow."
635,1956281,Lawns & Ground Covers,"Teaches the beginning gardener how to maintain and improve his lawn, explaining the many options in ground covers and the best methods for selecting and caring for each."
635,19805140,How Not to Kill Your Houseplant: Survival Tips for the Horticulturally Challenged,"How Not to Kill Your Houseplant helps you create an oasis of happy, flourishing houseplants.--COVER. Do you have a ""black thumb? Does just looking at plants cause them to wither and die? Peerless offers advice on keeping houseplants alive, even if you're horticulturally challenged. She shows you how to create an oasis of happy flourishing houseplants, and even give suggestions for different areas of your house."
635,19910,The Virago Book of Women Gardeners,"From diggers and weeders to artists and colorists, from writers and dreamers to trend-setters, and from plantswomen to landscape designers, women have contributed much to the world of gardening and gardens. Here Deborah Kellaway, author of The Making of an English Country Garden and Favourite Flowers, has collected extracts from the 18th century to the present day, to create a book that is replete with anecdotes and good-humored advice. Colette, Margery Fish, Germaine Greer, Eleanor Sinclair Rohde, Vita Sackville-West, Rosemary Verey, Edith Wharton, and Dorothy Wordsworth are some of the writers represented in this book."
635,2006259,Reader's Digest Garden Problem Solver,Flowers -- Vegetables -- Herbs -- Ornamental grasses and groundcovers -- Shrubs and vines -- Trees -- Fruit and nuts -- Soil and compost -- Lawns -- In the landscape -- Maintenance.
635,2030923,The Garden in Our Yard (Read With Me Paperbacks),Shows what happens in a garden through all the seasons of the year.
635,20322018,The New House Plant Expert,"The House Plant Expert is one of the books in the Expert series written by the world's best-selling gardening author. Quite simply, the best-selling gardening book in the world. Over a million copies have been sold in the U.S, and nearly 14 million worldwide. According to one reviewer - ""after the Bible, the best-selling reference book of all time."" In a basketful of countries it has taught people how to choose and care for their indoor plants. Its style of dealing with each plant with drawings, photographs and no-nonsense text has become a legend in the publishing world. If you have house plants (and who doesn't?) you need this book."
635,20323544,The New Lawn Expert,"Get - and keep - the lawn of your dreams. The lawn is an important part of a well-planned garden, one which is 'on show' at all times. If your patch of grass doesn't measure up then The Lawn Expert is here to help, with advice on: How to mow, dress and feed your lawn. Dealing with pests and weeds. How to repair your lawn. Renovation of neglected lawns. Growing lawns from seed. How to lay turf. Meadows, wildflower meadows and non-grass lawns. Reliable, easy-to-follow advice and information from EXPERT books - the world's best-selling gardening series."
